Paragraph,Labels,Grade
"The average value or DC value obtained from a half-wave rectifier,
Idc=I0/π",Formula,Grade_12_Physics_Data
"The average value or DC value obtained from a full-wave rectifier,
Idc=2I0/π",Formula,Grade_12_Physics_Data
The pulse frequency of a half-wave rectifier is equal to frequency of AC.,"Relation, Property",Grade_12_Physics_Data
The pulse frequency of a full-wave rectifier is double to that of AC.,"Relation, Property",Grade_12_Physics_Data
" Optoelectronic Devices Semiconductor diodes in which carriers are generated by photons, i.e. photo-excitation, such devices are known as optoelectronic devices.
These are as follows:
(i) Light Emitting Diode (LED) It is a heavily doped p-n junction diode which converts electrical energy into light energy.
LEDs has the following advantages over conventional incandescent low power lamps
(a) Fast action and no warm up time required
(b) It is nearly monochromatic
(c) Low operational voltage and less power consumed
(d) Fast ON-OFF switching capability.
(ii) Photodiode A photodiode is a special type of junction diode used for detecting optical signals. It is a reverse biased p-n junction made from a photosensitive material.
We observe from the figure that current in photodiode changes with the change in light intensity (I) when reverse bias is applied.
(iii) Solar Cell Solar cell is a p-n junction diode which converts solar energy into electrical energy.
The materials used for solar cell are Si and GaAs.
","Definition, Property",Grade_12_Physics_Data
Zener Diode Zener diode is a reverse biased heavily doped p-n junction diode. It is operated in breakdown region.,"Definition, Property",Grade_12_Physics_Data
"Zener Diode as a Voltage Regulator When the applied reverse voltage (V) reaches the breakdown voltage (Vz) of the Zener diode there is a large change in the current. So, after the breakdown voltage Vz, a large change in the current can be produced by almost insignificant change in the reverse bias voltage i.e. Zener voltage remains constant even though the current through the Zener diode varies over a wide range","Reasoning, Property",Grade_12_Physics_Data
"Two Basic Modes of Communication:
Point to point
Broadcast",Types,Grade_12_Physics_Data
"Point to Point Mode of Communication: Here, communication takes place over a link between a single transmitter and a receiver. Telephony is an example of such a mode of communication.","Definition, Examples",Grade_12_Physics_Data
"Broadcast Mode of Communication: Here, there are a large number of receivers corresponding to a single transmitter. Radio and television are examples of broadcast mode of communication.","Definition, Examples",Grade_12_Physics_Data
Analog Mode of Transmission: An analog message is physical quantity that varies with time usually in a smooth and continuous fashion.,Definition,Grade_12_Physics_Data
Digital Mode of Transmission: A digital message is an ordered sequence of symbols selected from a finite set of discrete elements.,Definition,Grade_12_Physics_Data
